_id,date,center_name,attendance_count
37302518,2013-05-11,Warrington Community Center,10
37302519,2013-05-11,Brookline Community Center,196
37302520,2013-05-11,Jefferson Community Center,6
37302521,2013-05-11,Phillips Community Center,34
37302522,2013-05-11,West Penn Community Center,24
37302523,2013-05-10,Warrington Community Center,30
37302524,2013-05-10,Arlington Community Center,38
37302525,2013-05-10,Jefferson Community Center,22
37302526,2013-05-10,Brookline Community Center,139
37302527,2013-05-10,Magee Community Center,20
37302528,2013-05-10,Ormsby Community Center,18
37302529,2013-05-10,Phillips Community Center,24
37302530,2013-05-10,Paulson Community Center,39
37302531,2013-05-10,West Penn Community Center,72
37302532,2013-05-09,Warrington Community Center,18
37302533,2013-05-09,Arlington Community Center,33
37302534,2013-05-09,Ammon Community Center,17
37302535,2013-05-09,Brookline Community Center,138
37302536,2013-05-09,Jefferson Community Center,34
37302537,2013-05-09,Ormsby Community Center,25
37302538,2013-05-09,Magee Community Center,18
37302539,2013-05-09,Paulson Community Center,38
37302540,2013-05-09,Phillips Community Center,22
37302541,2013-05-09,West Penn Community Center,110
37302542,2013-05-08,Warrington Community Center,24
37302543,2013-05-08,Ammon Community Center,39
37302544,2013-05-08,Arlington Community Center,10
37302545,2013-05-08,Jefferson Community Center,26
37302546,2013-05-08,Brookline Community Center,270
37302547,2013-05-08,Magee Community Center,7
37302548,2013-05-08,Ormsby Community Center,17
37302549,2013-05-08,Phillips Community Center,45
37302550,2013-05-08,Paulson Community Center,38
37302551,2013-05-08,West Penn Community Center,112
37302552,2013-05-07,Warrington Community Center,59
37302553,2013-05-07,Arlington Community Center,18
37302554,2013-05-07,Ammon Community Center,24
37302555,2013-05-07,Brookline Community Center,139
37302556,2013-05-07,Jefferson Community Center,28
37302557,2013-05-07,Ormsby Community Center,24
37302558,2013-05-07,Magee Community Center,20
37302559,2013-05-07,Paulson Community Center,23
37302560,2013-05-07,Phillips Community Center,81
37302561,2013-05-07,West Penn Community Center,53
37302562,2013-05-06,Warrington Community Center,30
37302563,2013-05-06,Ammon Community Center,25
37302564,2013-05-06,Arlington Community Center,28
37302565,2013-05-06,Jefferson Community Center,21
37302566,2013-05-06,Brookline Community Center,383
37302567,2013-05-06,Magee Community Center,15
37302568,2013-05-06,Ormsby Community Center,29
37302569,2013-05-06,Phillips Community Center,34
37302570,2013-05-06,Paulson Community Center,34
37302571,2013-05-06,West Penn Community Center,64
37302572,2013-05-04,Warrington Community Center,4
37302573,2013-05-04,Arlington Community Center,24
37302574,2013-05-04,Brookline Community Center,228
37302575,2013-05-04,Jefferson Community Center,11
37302576,2013-05-04,Ormsby Community Center,9
37302577,2013-05-04,Phillips Community Center,60
37302578,2013-05-04,West Penn Community Center,35
37302579,2013-05-03,Warrington Community Center,16
37302580,2013-05-03,Arlington Community Center,24
37302581,2013-05-03,Ammon Community Center,9
37302582,2013-05-03,Jefferson Community Center,26
37302583,2013-05-03,Brookline Community Center,130
37302584,2013-05-03,Ormsby Community Center,25
37302585,2013-05-03,Magee Community Center,19
37302586,2013-05-03,Phillips Community Center,7
37302587,2013-05-03,Paulson Community Center,48
37302588,2013-05-03,West Penn Community Center,74
37302589,2013-05-02,Warrington Community Center,10
37302590,2013-05-02,Ammon Community Center,39
37302591,2013-05-02,Arlington Community Center,8
37302592,2013-05-02,Brookline Community Center,177
37302593,2013-05-02,Jefferson Community Center,32
37302594,2013-05-02,Magee Community Center,11
37302595,2013-05-02,Ormsby Community Center,39
37302596,2013-05-02,Paulson Community Center,67
37302597,2013-05-02,Phillips Community Center,52
37302598,2013-05-02,West Penn Community Center,156
37302599,2013-05-01,Warrington Community Center,26
37302600,2013-05-01,Arlington Community Center,17
37302601,2013-05-01,Ammon Community Center,46
37302602,2013-05-01,Jefferson Community Center,27
37302603,2013-05-01,Brookline Community Center,344
37302604,2013-05-01,Ormsby Community Center,30
37302605,2013-05-01,Magee Community Center,25
37302606,2013-05-01,Phillips Community Center,21
37302607,2013-05-01,Paulson Community Center,47
37302608,2013-05-01,West Penn Community Center,64
37302609,2013-04-30,Warrington Community Center,32
37302610,2013-04-30,Ammon Community Center,80
37302611,2013-04-30,Arlington Community Center,47
37302612,2013-04-30,Brookline Community Center,355
37302613,2013-04-30,Jefferson Community Center,30
37302614,2013-04-30,Magee Community Center,24
37302615,2013-04-30,Ormsby Community Center,19
37302616,2013-04-30,Paulson Community Center,20
37302617,2013-04-30,Phillips Community Center,29
37302618,2013-04-30,West Penn Community Center,49
37302619,2013-04-29,Warrington Community Center,45
37302620,2013-04-29,Arlington Community Center,13
37302621,2013-04-29,Ammon Community Center,43
37302622,2013-04-29,Jefferson Community Center,19
37302623,2013-04-29,Brookline Community Center,332
37302624,2013-04-29,Ormsby Community Center,35
37302625,2013-04-29,Magee Community Center,21
37302626,2013-04-29,Phillips Community Center,20
37302627,2013-04-29,Paulson Community Center,42
37302628,2013-04-29,West Penn Community Center,70
37302629,2013-04-27,Warrington Community Center,10
37302630,2013-04-27,Arlington Community Center,26
37302631,2013-04-27,Brookline Community Center,360
37302632,2013-04-27,Jefferson Community Center,8
37302633,2013-04-27,Magee Community Center,5
37302634,2013-04-26,Warrington Community Center,29
37302635,2013-04-26,Arlington Community Center,23
37302636,2013-04-26,Ammon Community Center,16
37302637,2013-04-26,Jefferson Community Center,25
37302638,2013-04-26,Brookline Community Center,187
37302639,2013-04-26,Magee Community Center,18
37302640,2013-04-26,Ormsby Community Center,22
37302641,2013-04-26,Paulson Community Center,44
37302642,2013-04-26,Phillips Community Center,81
37302643,2013-04-26,West Penn Community Center,61
37302644,2013-04-25,Warrington Community Center,27
37302645,2013-04-25,Ammon Community Center,26
37302646,2013-04-25,Arlington Community Center,63
37302647,2013-04-25,Brookline Community Center,156
37302648,2013-04-25,Jefferson Community Center,43
37302649,2013-04-25,Ormsby Community Center,29
37302650,2013-04-25,Magee Community Center,24
37302651,2013-04-25,Phillips Community Center,24
37302652,2013-04-25,Paulson Community Center,47
37302653,2013-04-25,West Penn Community Center,153
37302654,2013-04-24,Warrington Community Center,47
37302655,2013-04-24,Arlington Community Center,21
37302656,2013-04-24,Ammon Community Center,32
37302657,2013-04-24,Jefferson Community Center,27
37302658,2013-04-24,Brookline Community Center,254
37302659,2013-04-24,Magee Community Center,12
37302660,2013-04-24,Ormsby Community Center,36
37302661,2013-04-24,Paulson Community Center,42
37302662,2013-04-24,West Penn Community Center,100
37302663,2013-04-23,Warrington Community Center,31
37302664,2013-04-23,Ammon Community Center,38
37302665,2013-04-23,Arlington Community Center,143
37302666,2013-04-23,Brookline Community Center,249
37302667,2013-04-23,Jefferson Community Center,23
37302668,2013-04-23,Ormsby Community Center,41
37302669,2013-04-23,Magee Community Center,48
37302670,2013-04-23,Paulson Community Center,40
37302671,2013-04-23,Phillips Community Center,19
37302672,2013-04-23,West Penn Community Center,47
37302673,2013-04-22,Warrington Community Center,40
37302674,2013-04-22,Arlington Community Center,113
37302675,2013-04-22,Ammon Community Center,41
37302676,2013-04-22,Jefferson Community Center,33
37302677,2013-04-22,Brookline Community Center,331
37302678,2013-04-22,Magee Community Center,19
37302679,2013-04-22,Ormsby Community Center,26
37302680,2013-04-22,Phillips Community Center,77
37302681,2013-04-22,Paulson Community Center,35
37302682,2013-04-22,West Penn Community Center,78
37302683,2013-04-20,Brookline Community Center,230
37302684,2013-04-20,Jefferson Community Center,1
37302685,2013-04-20,Phillips Community Center,41
37302686,2013-04-20,West Penn Community Center,22
37302687,2013-04-19,Warrington Community Center,38
37302688,2013-04-19,Ammon Community Center,17
37302689,2013-04-19,Arlington Community Center,20
37302690,2013-04-19,Jefferson Community Center,36
37302691,2013-04-19,Brookline Community Center,139
37302692,2013-04-19,Ormsby Community Center,13
37302693,2013-04-19,Magee Community Center,1
37302694,2013-04-19,Phillips Community Center,19
37302695,2013-04-19,Paulson Community Center,52
37302696,2013-04-19,West Penn Community Center,57
37302697,2013-04-18,Warrington Community Center,30
37302698,2013-04-18,Arlington Community Center,109
37302699,2013-04-18,Ammon Community Center,36
37302700,2013-04-18,Brookline Community Center,204
37302701,2013-04-18,Jefferson Community Center,35
37302702,2013-04-18,Magee Community Center,20
37302703,2013-04-18,Ormsby Community Center,22
37302704,2013-04-18,Paulson Community Center,37
37302705,2013-04-18,Phillips Community Center,77
37302706,2013-04-18,West Penn Community Center,57
37302707,2013-04-17,Warrington Community Center,41
37302708,2013-04-17,Ammon Community Center,46
37302709,2013-04-17,Arlington Community Center,72
37302710,2013-04-17,Jefferson Community Center,35
37302711,2013-04-17,Brookline Community Center,236
37302712,2013-04-17,Ormsby Community Center,44
37302713,2013-04-17,Magee Community Center,32
37302714,2013-04-17,Phillips Community Center,77
37302715,2013-04-17,Paulson Community Center,47
37302716,2013-04-17,West Penn Community Center,54
37302717,2013-04-16,Warrington Community Center,47
37302718,2013-04-16,Arlington Community Center,24
37302719,2013-04-16,Ammon Community Center,31
37302720,2013-04-16,Brookline Community Center,270
37302721,2013-04-16,Jefferson Community Center,50
37302722,2013-04-16,Magee Community Center,20
37302723,2013-04-16,Ormsby Community Center,38
37302724,2013-04-16,Paulson Community Center,32
37302725,2013-04-16,Phillips Community Center,36
37302726,2013-04-16,West Penn Community Center,69
37302727,2013-04-15,Warrington Community Center,42
37302728,2013-04-15,Ammon Community Center,48
37302729,2013-04-15,Arlington Community Center,68
37302730,2013-04-15,Jefferson Community Center,23
37302731,2013-04-15,Brookline Community Center,200
37302732,2013-04-15,Ormsby Community Center,23
37302733,2013-04-15,Magee Community Center,19
37302734,2013-04-15,Phillips Community Center,24
37302735,2013-04-15,Paulson Community Center,60
37302736,2013-04-15,West Penn Community Center,82
37302737,2013-04-13,Warrington Community Center,5
37302738,2013-04-13,Arlington Community Center,25
37302739,2013-04-13,Brookline Community Center,217
37302740,2013-04-13,Jefferson Community Center,5
37302741,2013-04-13,Magee Community Center,4
37302742,2013-04-13,Phillips Community Center,64
37302743,2013-04-13,West Penn Community Center,55
37302744,2013-04-12,Warrington Community Center,35
37302745,2013-04-12,Arlington Community Center,18
37302746,2013-04-12,Ammon Community Center,20
37302747,2013-04-12,Jefferson Community Center,42
37302748,2013-04-12,Brookline Community Center,160
37302749,2013-04-12,Magee Community Center,20
37302750,2013-04-12,Ormsby Community Center,38
37302751,2013-04-12,Phillips Community Center,47
37302752,2013-04-12,Paulson Community Center,45
37302753,2013-04-12,West Penn Community Center,71
37302754,2013-04-11,Warrington Community Center,15
37302755,2013-04-11,Ammon Community Center,35
37302756,2013-04-11,Arlington Community Center,37
37302757,2013-04-11,Brookline Community Center,188
37302758,2013-04-11,Jefferson Community Center,39
37302759,2013-04-11,Ormsby Community Center,27
37302760,2013-04-11,Magee Community Center,24
37302761,2013-04-11,Paulson Community Center,66
37302762,2013-04-11,Phillips Community Center,53
37302763,2013-04-11,West Penn Community Center,131
37302764,2013-04-10,Warrington Community Center,26
37302765,2013-04-10,Arlington Community Center,43
37302766,2013-04-10,Ammon Community Center,56
37302767,2013-04-10,Jefferson Community Center,29
37302768,2013-04-10,Brookline Community Center,214
37302769,2013-04-10,Magee Community Center,25
37302770,2013-04-10,Ormsby Community Center,45
37302771,2013-04-10,Phillips Community Center,39
37302772,2013-04-10,Paulson Community Center,48
37302773,2013-04-10,West Penn Community Center,54
37302774,2013-04-09,Warrington Community Center,35
37302775,2013-04-09,Ammon Community Center,142
37302776,2013-04-09,Arlington Community Center,14
37302777,2013-04-09,Brookline Community Center,226
37302778,2013-04-09,Jefferson Community Center,32
37302779,2013-04-09,Ormsby Community Center,34
37302780,2013-04-09,Magee Community Center,31
37302781,2013-04-09,Paulson Community Center,44
37302782,2013-04-09,Phillips Community Center,41
37302783,2013-04-09,West Penn Community Center,55
37302784,2013-04-08,Warrington Community Center,49
37302785,2013-04-08,Arlington Community Center,34
37302786,2013-04-08,Jefferson Community Center,47
37302787,2013-04-08,Brookline Community Center,319
37302788,2013-04-08,Magee Community Center,41
37302789,2013-04-08,Ormsby Community Center,32
37302790,2013-04-08,Phillips Community Center,94
37302791,2013-04-08,Paulson Community Center,35
37302792,2013-04-08,West Penn Community Center,110
37302793,2013-04-06,Warrington Community Center,13
37302794,2013-04-06,Brookline Community Center,207
37302795,2013-04-06,Ormsby Community Center,7
37302796,2013-04-06,Phillips Community Center,58
37302797,2013-04-06,West Penn Community Center,63
37302798,2013-04-05,Warrington Community Center,25
37302799,2013-04-05,Arlington Community Center,25
37302800,2013-04-05,Ammon Community Center,20
37302801,2013-04-05,Brookline Community Center,306
37302802,2013-04-05,Jefferson Community Center,23
37302803,2013-04-05,Ormsby Community Center,35
37302804,2013-04-05,Magee Community Center,28
37302805,2013-04-05,Phillips Community Center,17
37302806,2013-04-05,Paulson Community Center,27
